ISBN,Title,Other Titles,Author,All Names,Country of Publication,Place of Publication,Publisher,Publication Year
9781941220504,What did you eat yesterday?. Volume 9,,"Yoshinaga, Fumi","Yoshinaga, Fumi, 1971-, artist ; author [person]",United States of America,New York,Vertical,2015
9781561633838,What do women really want!. Vol. 1. Chocolate!,,"Barstow, Donna","Barstow, Donna [person]",England ; United States of America,London ; New York,Turnaround,2004
9781848193307,What does consent really mean?,,"Wallis, Pete","Wilkins, Joseph, artist ; author ; illustrator [person] ; Wallis, Pete, author [person] ; Wallis, Thalia, author [person]",England,London,Singing Dragon,2017
9781597071345,What goes up,,"Petrucha, Stefan","Petrucha, Stefan [person] ; Kinney, Sarah [person]",England ; United States of America,Godalming ; New York,Melia ; Papercutz,2009
9780992886233,What have I become,Works. Selections,Chris (Simpsons artist),"Chris (Simpsons artist), artist [person]",England,Moreton-in-Marsh,Belly Kids,2014
9780785131106,What if-- ?,"Secret wars ; Secret wars omnibus : collecting Secret wars nos. 1-12 - plus Thor no. 383, She-Hulk no. 10 & What if-- ? nos. 4 & 114 ; She-Hulk ; Thor","Shooter, Jim","Beatty, John, 1961- [person] ; Shooter, Jim [person] ; Zeck, Mike [person]",England ; United States of America,London ; New York,Diamond ; Marvel,2008
9780785183945,What if? AVX,,"Palmiotti, Jimmy","Molina, Jorge, 1984-, artist [person] ; Palmiotti, Jimmy, author [person]",United States of America,New York,Marvel,2013
9781909766587,What if?,Marvel what if?,"Thomas, Roy","Shooter, Jim, author [person] ; DeFalco, Tom, author [person] ; Marvel Comics Group [organisation] ; Isabella, Tony, author [person] ; Thomas, Roy, 1940-, author [person] ; Gillis, Peter B., author [person]",England,London,Hachette,2016
9781302901684,"What is it that disturbs you, Stephen?",,"Wolfman, Marv","Andreyko, Marc, author [person] ; Russell, P. Craig, artist [person] ; Wolfman, Marv, author [person]",United States of America,New York,Marvel Worldwide,2016
9781561635337,What is precious,Ordinary victories,"Larcenet, Manu","Larcenet, Manu [person]",England ; United States of America,London ; New York,Turnaround,2008
9781401250690,What lies within,He-Man and the Masters of the Universe. Volume 4. What lies within,"Abnett, Dan","C̦inar, Yildiray, 1976-, illustrator [person] ; Kayanan, Rafael, illustrator [person] ; Aviña, Tony, 1973- [person] ; O'Hare, Michael (Michael S.), illustrator [person] ; Layno, Kathryn [person] ; Derenick, Tom, illustrator [person] ; Mayor, Randy, illustrator [person] ; Abnett, Dan, author [person] ; Bennett, Deron [person]",United States of America,New York,DC Comics,2015
9781401236861,What price tomorrow,,"Pérez, George","Merino, Jesús, artist [person] ; Pérez, George, 1954-, author [person]",United States of America,New York,DC Comics,2012
9781401234683,What price tomorrow?,Superman. Volume 1. What price tomorrow?,"Pérez, George","Scott, Nicola [person] ; Merino, Jesús [person] ; Pérez, George, 1954- [person] ; Scott, Trevor, artist [person]",United States of America,New York,DC Comics,2012
9781551521374,What right? : graphic interpretations against censorship,,,"Fisher, Robin, 1946- [person]",Canada ; England,"London ; Vancouver, British Columbia",Arsenal Pulp ; Turnaround,2002
9781613775868,What to expect,Love & capes ; Love and capes : the heroically super situation comedy ; Love and capes. Volume 4. What to expect,"Zahler, Thomas F.","Zahler, Thomas F., artist ; author [person]",United States of America,"San Diego, California",,2013
9781910395554,What we don't talk about,,"Kristensen, Charlot","Kristensen, Charlot, author [person]",England,London,Avery Hill Publishing,2020
9780752226064,What would Wally do? : a Dilbert book,,"Adams, Scott","Adams, Scott, 1957- [person]",England,London,Boxtree,2006
9781449462291,What's a little noogie between friends?,,"Peirce, Lincoln","Peirce, Lincoln, artist ; author [person]",United States of America,Kansas,Andrews McMeel,2017
9781449485436,What's a little noogie between friends?,,"Peirce, Lincoln","Peirce, Lincoln, artist ; author [person]",United States of America,Kansas,Andrews McMeel Publishing,2017
9781841613819,What's cooking?,"Admit it, Odie's O.K.! ; Garfield classics. Volume Two ; Garfield. Selections ; Two's company","Davis, Jim","Davis, Jim, 1945 July 28- [person] ; Davis, Jim, 1945 July 28-, artist [person]",England,"Horsham, West Sussex",Ravette Publishing,2014
9781607066620,What's happening,Image Comics presents Invincible. What's happening ; Invincible. Volume seventeen. What's happening ; Invincible. What's happening,"Kirkman, Robert","Walker, Cory [person] ; Ottley, Ryan [person] ; Rathburn, Cliff [person] ; Kirkman, Robert [person]",United States of America,"Berkeley, California",Image Comics,2013
9781841612850,What's not to like?,,"Davis, Jim","Davis, Jim, 1945 July 28- [person]",England,Partridge Green,Ravette,2007
9781841613031,What's not to like?,Garfield classics. Volume 19 ; Garfield. Selections ; Get serious ; Wan2tlk?,"Davis, Jim","Davis, Jim, 1945 July 28- [person]",England,Partridge Green,Ravette,2008
9781401227715 ; 9781848569577,What's the color of your blood? --,A penny for Jackie Johnson! -- ; A slug for a sergeant! ; Boobytrap mascot! -- ; Dead end for a dogface! -- ; Easy's last stand! -- ; Flytrap hill! -- ; Give me your stripes! -- ; Half a Sergeant! -- ; I knew the unknown soldier! -- ; Iron Major-- rock Sergeant! -- ; Kill me-- kill me! -- ; Kill one-- save one! -- ; Last man-- last shot! -- ; Nazi on my back! -- ; No one comes down alive from Buzzard Bait Hill! -- ; No stripes for me! -- ; Nothin's ever lost in war! -- ; One kill too many! -- ; Only one medal for Easy! ; Our Army at War #149 ; Our Army at War #150 ; Our Army at War #151 ; Our Army at War #152 ; Our Army at War #153 ; Our Army at War #154 ; Our Army at War #155 ; Our Army at War #156 ; Our Army at War #157 ; Our Army at War #158 ; Our Army at War #159 ; Our Army at War #160 ; Our Army at War #161 ; Our Army at War #162 ; Our Army at War #163 ; Our Army at War #165 ; Our Army at War #166 ; Our Army at War #167 ; Our Army at War #168 ; Our Army at War #169 ; Our Army at War #170 ; Our Army at War #171 ; Our Army at War #172 ; Our Army at War #174 ; Our Army at War #175 ; Our Army at War #176 ; Our Army at War #178 ; Our Army at War #179 ; Our Army at War #180 ; Return of the Iron Major! -- ; Sergeant Rock. Volume three ; Sgt. Rock. Volume three ; Showcase presents ; Showcase presents Sgt. Rock. Volume three ; Surrender ticket! -- ; T.N.T. letter! ; The Sergeant must die! -- ; The blind gun! -- ; The human tank trap! -- ; The prince and the Sergeant! -- ; War party! -- ; You can't kill a general!,"Kanigher, Robert","Kubert, Joe, 1926-2012 [person] ; Kanigher, Robert [person] ; Heath, Russ [person]",United States of America,New York,DC Comics,2010
9781906935078,What's up with Ella? : MediKidz explain type 1 diabetes,,"Chilman-Blair, Kim","DeLoache, Shawn [person] ; Taddeo, John [person] ; Chilman-Blair, Kim [person] ; Liquid Comics (Firm) [organisation]",England,London,MediKidz,2009
9781906935061,What's up with Paulina? : Medikidz explain food allergy,,"Chilman-Blair, Kim","DeLoache, Shawn [person] ; Taddeo, John [person] ; Chilman-Blair, Kim [person] ; Liquid Comics (Firm) [organisation]",England,London,MediKidz,2009
9781551521367,What's wrong? : explicit graphic interpretations against censorship,,,"Fisher, Robin, 1946- [person]",Canada ; England,"London ; Vancouver, British Columbia",Arsenal Pulp ; Turnaround,2002
9781401223038,Whatever happened to the Caped Crusader? : with other tales of the Dark Knight,A black and white world ; Original sins ; Pavane ; When is a door,"Gaiman, Neil","Sinclair, Alex [person] ; Gaiman, Neil [person] ; Kubert, Andy [person] ; Fletcher, Jared K. [person] ; Williams, Scott, 1960- [person]",United States of America,New York,DC Comics,2009
9781848562905,Whatever happened to the Caped Crusader?,,"Gaiman, Neil","Gaiman, Neil [person] ; Kubert, Andy [person]",England,London,Titan,2009
9781401223472,Whatever happened to the Man of Tomorrow?,For the man who has everything ; Pinup art ; Superman. Whatever happened to the Man of Tomorrow? ; The Jungle line ; Whatever happened to the man of tomorrow?,"Moore, Alan","Swan, Curt [person] ; Moore, Alan, 1953- [person]",United States of America,New York,DC Comics,2009
9781401227319 ; 9781848563971,Whatever happened to the Man of Tomorrow?,Superman : whatever happened to the Man of Tomorrow,"Moore, Alan","Swan, Curt [person] ; Shuster, Joe, 1914-1992 [person] ; Siegel, Jerry, 1914-1996 [person] ; Moore, Alan, 1953- [person]",England ; United States of America,London ; New York,DC Comics ; Titan,2010
9781840233841,Whatever happened to the man of tomorrow?,,"Moore, Alan","Moore, Alan, 1953- [person]",England,London,Titan,2001
9781848562912,Whatever happened to the man of tomorrow?,,"Moore, Alan","Swan, Curt [person] ; Moore, Alan, 1953- [person]",England,London,Titan,2009
9781401223472,Whatever happened to the man of tomorrow?,For the man who has everything ; Pinup art ; Superman. Whatever happened to the Man of Tomorrow? ; The Jungle line ; Whatever happened to the Man of Tomorrow?,"Moore, Alan","Swan, Curt [person] ; Moore, Alan, 1953- [person]",United States of America,New York,DC Comics,2009
9780810996366,Whatever happened to the world of tomorrow?,,"Fies, Brian","Fies, Brian [person]",England ; United States of America,London ; New York,Abrams,2009
9781419704413,Whatever happened to the world of tomorrow?,,"Fies, Brian","Fies, Brian [person]",England ; United States of America,London ; New York,Abrams ComicArts,2012
9781841613802,Whatever!,Garfield : whatever! ; Garfield. Selections,"Davis, Jim","Davis, Jim, 1945 July 28-, artist ; author [person]",England,"Horsham, West Sussex",Ravette Publishing,2014
9781841613307,Whatever!,Garfield : whatever!,"Davis, Jim","Davis, Jim, 1945 July 28- [person]",England,Horsham,Ravette,2010
9781934460030,Whatever,,"Stevens, Karl","Stevens, Karl, 1978- [person]",United States of America,"Gainesville, Florida",Alternative Comics,2008
9781904808749,Whedhlow ha drollys a gernow goth,Cornish legend and folklore,"Roberts, Nigel","Roberts, Nigel, 1969- [person] ; Everson, Michael, 1963- [person]",Ireland,"Cathair na Mart, Colorado Mhaigh Eo",Evertype,2011
9780785158158,Wheels within wheels,,"Hickman, Jonathan","Vitti, Alessandro, 1978- [person] ; Hickman, Jonathan [person]",England ; United States of America,London ; New York,Marvel ; Turnaround,2012
9780857012326,When Anxiety Attacks,,"Koscik, Terian","Koscik, Terian, author [person]",England ; United Kingdom,London,Singing Dragon,2015
9780857012326,When Anxiety Attacks,,"Koscik, Terian","Koscik, Terian, author [person]",England ; United Kingdom,London,Singing Dragon,2015
9781613778302,When Cutie calls,Call of the Cutie ; Cutie Mark chronicles,"Eisinger, Justin","Eisinger, Justin, author [person] ; Simon, Alonzo, editor [person] ; Larson, M. A. [person] ; Long, Tom B., artist [person] ; McCarthy, Megan [person] ; Eisinger, Justin [person]",United States of America,"San Diego, California",,2013
9781906838546,When David lost his voice,David les femmes et la mort. English,"Vanistendael, Judith","Vanistendael, Judith, 1974- [person] ; Mahony, Nora [person]",England,London,SelfMadeHero,2012
9781910593912,When I came out,,"Lorentzen, Anne Mette Kaerulf","Lorentzen, Anne Mette Kaerulf, author [person]",England,London,SelfMadeHero,2020
9780867197853,When I was a kid : childhood stories by Boey,,"Boey, Cheeming","Boey, Cheeming, artist ; author [person]",United States of America,"San Francisco, California",Last Gasp,2013
9780986820007,When big bears invade,,"Finbow, Alexander","Rudolph, Nyco, artist [person] ; Finbow, Alexander, author [person]",Canada,Canmore,Renegade,2017
9781510737983,When endermen attack,,"Stevens, Cara J.","Stevens, Cara J., author [person] ; Melby, Walker, artist [person]",United States of America,New York,Sky Pony Press,2018
9781510747340,When endermen attack,Curse of the sand witches ; Mammoth book of graphic novels for Minecrafters : three unofficial adventures for Minecrafters ; When pigmen fly ; Works. Selections,"Stevens, Cara J.","Stevens, Cara J., author [person] ; Stevens, Cara J. [person]",United States of America,New York,Sky Pony Press,2019
9781401233679 ; 9781781160886,When evil calls,Legion of Super-Heroes. When evil calls,"Levitz, Paul","Levitz, Paul [person] ; Alquiza, Marlo [person] ; Borges, Geraldo [person]",United States of America,New York,DC Comics,2012
9781845762087,When in Rome,,"Loeb, Jeph","Sale, Tim [person] ; Loeb, Jeph [person]",England,London,Titan,2007
9781401204327 ; 9781401207175,When in Rome,Batman : dark victory ; Catwoman : when in Rome,"Loeb, Jeph","Sale, Tim [person] ; Starkings, Richard [person] ; Stewart, Dave [person] ; Loeb, Jeph [person]",United States of America,New York,DC Comics,2005
9781401223038,When is a door,A black and white world ; Original sins ; Pavane ; Whatever happened to the Caped Crusader? : with other tales of the Dark Knight,"Gaiman, Neil","Sinclair, Alex [person] ; Gaiman, Neil [person] ; Kubert, Andy [person] ; Fletcher, Jared K. [person] ; Williams, Scott, 1960- [person]",United States of America,New York,DC Comics,2009
9781401227241 ; 9781848563926,When is a door,Batman (Comic strip) ; Batman. Whatever happened to the Caped Crusader? : with other tales of the Dark Knight ; Original sins ; Pavane,"Gaiman, Neil","Mireault, Bernie [person] ; Gaiman, Neil [person] ; Kubert, Andy [person] ; Buckingham, Mark [person] ; Bisley, Simon [person] ; Hoffman, Mike, 1958- [person]",England ; United States of America,London ; New York,DC Comics ; Titan,2010
9781591822455,"When mom's attack : &, Misadventures in babysitting",Misadventures in babysitting,"Minsky, Terri","Minsky, Terri [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2004
9781510741102,When pigmen fly,,"Stevens, Cara J.","Stevens, Cara J., author [person] ; Creeden, Mitchell, artist [person]",United States of America,New York,Sky Pony Press,2019
9781510747340,When pigmen fly,Curse of the sand witches ; Mammoth book of graphic novels for Minecrafters : three unofficial adventures for Minecrafters ; When endermen attack ; Works. Selections,"Stevens, Cara J.","Stevens, Cara J., author [person] ; Stevens, Cara J. [person]",United States of America,New York,Sky Pony Press,2019
9781631402487,When pigs fly,,"Tobin, Paul","Cabellic, Thomas, artist [person] ; Tobin, Paul, 1965-, author [person]",United States of America,San Diego,,2015
9781524864811,When sharks attack with kindness,,"Colmenares, Andrés J.","Colmenares, Andrés J., artist ; author [person]",United States of America,Kansas City,Andrews McMeel Publishing,2021
9781849183864,When the lamps are lit,Quand S'allument Les Lampes. English,Rodolphe,"Rodolphe, 1948-, author [person] ; Saincantin, Jerome, translator [person] ; Alluard, Marie-Paul [person] ; Léo, 1944-, artist [person]",England,"Canterbury, Kent",Cinebook,2018
9780957148529,When the water flows,,Lakes Artivist,"Lakes Artivist, artist ; author [person]",England,"Milnthorpe, Cumbria",WildArt,2011
9780978753122,When worlds collide : a boys' love comic anthology,,,,England ; United States of America,"Colton, California ; London",Diamond ; Iris,2007
9781401224226,When worlds collide,Justice League of America,"McDuffie, Dwayne","Pantazis, Pete [person] ; Benes, Ed [person] ; Leigh, Rob [person] ; Lanham, Travis [person] ; Mayer, J. P. [person] ; McDuffie, Dwayne [person]",United States of America,New York,DC Comics,2009
9781848564305,When worlds collide. Vol. 6,,"McDuffie, Dwayne","Benes, Ed [person] ; McDuffie, Dwayne [person]",England,London,Titan,2011
9781975357580,Whenever our eyes meet,,,,United States of America,New York,,2019
9781620103319,Where all stars fail to burn,Wet Moon. 5. Where all stars fail to burn,"Campbell, Sophie","Sherwood, Doug, editor [person] ; Calderwood, Jessica, author [person] ; Jones, James Lucas, editor [person] ; Herrera, Robin, editor [person] ; Campbell, Sophie, 1979-, artist ; author [person]",United States of America,"Portland, Oregon",Oni Press,2017
9781632159120,Where beagles dare,,"Spencer, Nick","Lieber, Steve, artist [person] ; Spencer, Nick, author [person]",United States of America,Berkeley,Image Comics,2016
9781401255381,Where dreams end,"Baffin Land ; Captain Marvel (Comic strip) ; Captain Marvel battles the world ; Captain Marvel introduces Mary Marvel ; Enlightenment ; Ibac meets Aunt Minerva! ; In the beginning/ he world's wickedest plan ; Introducing Captain Marvel ; King Kull and the seven sins ; Make way for Captain Thunder ; Mighty Marvels join forces! ; Mr. Mind's movie madness ; Nzib gzph gsv xzpv! ; O Captain, my Captain ; Shazam! (Comic strip) ; Shazam! : a celebration of 75 years ; Snatching of Billy Batson ; Superman and Shazam ; Things change ; Yeah-- this is the face only a mother could love",,"Kupperberg, Paul [person] ; Grant, Alan, 1949- [person] ; Raboy, Mac, 1914-1967, illustrator [person] ; Parker, Bill [person] ; Goyer, David S. [person] ; Wildman, Robin, editor [person] ; Newton, Don, illustrator [person] ; Ordway, Jerry [person] ; Parker, Bill, editor [person] ; Beck, C. C. (Charles Clarence), 1910-1989, illustrator [person] ; Swan, Curt, illustrator [person] ; Smith, Jeff, 1960 February 27- [person] ; Kirk, Leonard, illustrator [person] ; Schaffenberger, Kurt, illustrator [person] ; Binder, Otto O. (Otto Oscar), 1911-1975 [person] ; Rouleau, Duncan, illustrator [person] ; Krause, Peter (Peter G.), illustrator [person] ; Swayze, Marc, illustrator [person] ; Kelly, Joe, 1971- [person] ; Kitson, Barry, illustrator [person] ; Buckler, Rich, illustrator [person] ; Maggin, Elliot S. [person] ; O'Neil, Dennis, 1939-2020 [person] ; Bridwell, E. Nelson [person]",United States of America,New York,DC Comics,2015
9781569700211,Where has love gone?,,"Tsunoda, Ryoku","Tsunoda, Ryoku [person]",England ; United States of America,"Gardena, California ; London",Diamond ; Juné,2009
9781607067443,Where is Jake Ellis?,,"Edmondson, Nathan","Zonjić, Tonči, illustrator [person] ; Edmondson, Nathan, author [person]",United States of America,"Berkeley, California",Image Comics,2016
9781846530210,Where stalks the Sandman,Fantastic Four : where stalks the sandman,"Lee, Stan","Kirby, Jack [person] ; Lee, Stan, 1922-2018 [person]",England,Tunbridge Wells,Panini,2007
9781849180405,Where the Indian walks,Là où va l'indien. English,"Hamme, Jean van","Hamme, Jean van, 1939- [person] ; Vance, William, 1935- [person]",England,Canterbury,Cinebook,2010
9781616555030,Where the river meets the sea,,"Gischler, Victor","Gischler, Victor, 1969-, author [person]",United States of America,Milwaukie,Dark Horse,2014
9781534308220,Where we live : a benefit for the survivors in Las Vegas,,,"Dennis, Will, editor [person]",United States of America,"Portland, Oregon",Image Comics,2018
9781613774243,Where were you?,True blood (Television program) ; True blood. Where were you?,"McMillian, Michael","Gaydos, Michael [person] ; Manfredi, Federica [person] ; Nocenti, Ann [person] ; McMillian, Michael, 1978- [person] ; Ball, Alan, 1957- [person]",United States of America,"San Diego, California",,2012
9781845761424,Which witch is which?,,,,England,London,Titan,2006
9781594654961,Whispers in the walls,,"Muñoz, David","Muñoz, David, 1968-, author [person] ; Tirso, 1979-, artist [person] ; Montes, Javi, artist [person]",United States of America,Los Angeles,Humanoids,2017
9781632152589,Whispers into screams,The walking dead. Volume 23. Whispers into screams,"Kirkman, Robert","Wooton, Rus, illustrator [person] ; Mackiewicz, Sean, editor [person] ; Rathburn, Cliff, illustrator [person] ; Gaudiano, Stefano, illustrator [person] ; Kirkman, Robert, author ; creator [person] ; Adlard, Charles, 1966-, illustrator [person] ; Stewart, Dave, editor [person]",United States of America,Berkeley,Image Comics,2015
9781421511078,Whistle!. Vol. 16,,"Higuchi, Daisuke","Higuchi, Daisuke [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2009
9781421511085,Whistle!. Vol. 17,,"Higuchi, Daisuke","Higuchi, Daisuke [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2009
9781421511092,Whistle!. Vol. 18,,"Higuchi, Daisuke","Higuchi, Daisuke [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2009
9781421511108,Whistle!. Vol. 19,,"Higuchi, Daisuke","Higuchi, Daisuke [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2009
9781421511115,Whistle!. Vol. 20,,"Higuchi, Daisuke","Higuchi, Daisuke [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2010
9781421516561,Whistle!. Vol. 21,,"Higuchi, Daisuke","Higuchi, Daisuke [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2010
9781421524450,Whistle!. Vol. 22,,"Higuchi, Daisuke","Higuchi, Daisuke [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2010
9781421524467,Whistle!. Vol. 23,,"Higuchi, Daisuke","Higuchi, Daisuke [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2010
9781421524474,Whistle!. Vol. 24,,"Higuchi, Daisuke","Higuchi, Daisuke [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2010
9781906714741,White Fang,,"Ratliff, Tom","Gelev, Penko [person] ; London, Jack, 1876-1916 [person] ; Ratliff, Tom [person]",England,Brighton,Book House,2011
9781595825971,White Indian,,"Frazetta, Frank","Frazetta, Frank [person]",England ; United States of America,"London ; Milwaukie, Oregon",Dark Horse ; Diamond,2010
9781934331453,White Indian,,"Frazetta, Frank","Frazetta, Frank [person]",England ; United States of America,"Clinton, New Jersey ; London",Diamond ; Vanguard,2011
9781626921917,White Rabbit and some afternoon tea,,,"QuinRose (Firm), author [organisation]",United States of America,New York,Seven Seas,2015
9781626921993,White Rabbit and some afternoon tea. Vol. 2,,,"QuinRose (Firm), artist ; author [organisation]",United States of America,New York,Seven Seas,2015
9780785132752,White angels,,"Hurwitz, Gregg Andrew","Azaceta, Paul [person] ; Hurwitz, Gregg Andrew [person]",England ; United States of America,London ; New York,Diamond ; Marvel,2009
9781569706039,White brand,,"Nitta, Yūka","Nitta, Yūka, 1971- [person]",England ; United States of America,"Carson, California ; London",Diamond ; Digital Manga,2008
9781770461390,White cube,,"Vandenbrouke, Brecht","Vandenbrouke, Brecht, artist [person]",Canada,Montréal,Drawn & Quarterly,2013
9781632151421,White death,,"Morrison, Robbie","Adlard, Charles, 1966-, artist [person] ; Morrison, Robbie, author [person]",United States of America,"Berkeley, California",Image Comics,2014
9781560975144,White flower day : Hostiles ; I saw you,Hostiles ; I saw you,"Weissman, Steven","Weissman, Steven, 1968- [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2002
9781401279592,White knight,,"Murphy, Sean Gordon","Murphy, Sean Gordon, 1980-, artist ; author [person]",United States of America,"Burbank, California",DC Comics,2018
9781897299241,White rapids,,"Blanchet, Pascal","Blanchet, Pascal, 1980- [person]",Canada ; England,"Enfield ; Montréal, Quebec",Drawn & Quarterly,2007
9781524102555,White sand. Volume 1,Whitesand. Volume 1,"Hoskin, Rik","Dillon, Marshall [person] ; Hoskin, Rik, author [person] ; Gopez, Julius M., illustrator [person] ; Sanderson, Brandon, creator [person] ; Campbell, Ross A., illustrator [person]",United States of America,Montana Laurel,Dynamite Entertainment,2016
9780785133766 ; 9780785194194,White,,"Loeb, Jeph","Loeb, Jeph, author [person] ; Sale, Tim, artist [person]",United States of America,New York,Marvel Worldwide,2016
9781620104484,Whiteout compendium,,"Rucka, Greg","Rucka, Greg, author [person] ; Lieber, Steve, illustrator [person]",United States of America,"Portland, Oregon",Oni Press,2017
,Whiteout,,"Rucka, Greg","Jones, James Lucas [person] ; Rucka, Greg [person] ; Lieber, Steve [person]",England ; United States of America,"London ; Portland, Oregon",Diamond ; Oni Press,2007
9781524102555,Whitesand. Volume 1,White sand. Volume 1,"Hoskin, Rik","Dillon, Marshall [person] ; Hoskin, Rik, author [person] ; Gopez, Julius M., illustrator [person] ; Sanderson, Brandon, creator [person] ; Campbell, Ross A., illustrator [person]",United States of America,Montana Laurel,Dynamite Entertainment,2016
,Whizz bang comics,,,,England,London,Amalgamated Press,1941
9780785184584,Who am I?,,"Fialkov, Joshua Hale","Fialkov, Joshua Hale, 1979-, author [person] ; Bobillo, Juan, artist [person]",United States of America,New York,Marvel,2015
9781779505675,Who are the Secret Six?,,"Williamson, Joshua","Williamson, Joshua, author [person]",United States of America,"Burbank, California",DC Comics,2020
9781632153456,Who by fire,Zero. Vol. 4. Who by fire,"Kot, Ales","Bellaire, Jordie, artist [person] ; Bertram, Ian, artist [person] ; Kot, Ales, 1986-, author [person] ; Cowles, Clayton, artist [person]",United States of America,"Berkeley, California",Image Comics,2015
9781847329707,Who dares wins : three of the best special operations Commando comic book adventures,"Commando (London, England)",,"Laird, Calum [person]",England,London,Carlton,2012
9781905460885,Who do you think you are?,Pour qui tu te prends. English,"Dubuc, Maryse","Dubuc, Maryse, 1977- [person] ; Delafontaine, Marc, 1973- [person]",England,Canterbury,Cinebook,2009
9781846536830,Who holds the hammer,Thor. Who holds the hammer?,"Aaron, Jason","Dauterman, Russell, artist [person] ; Aaron, Jason, author [person]",England,Tunbridge Wells,Panini,2015
9780785197843,Who holds the hammer?,,"Aaron, Jason","Dauterman, Russell, artist [person] ; Aaron, Jason, author [person]",United States of America,New York,Marvel,2015
9780785197850,Who holds the hammer?,,"Aaron, Jason","Sauvage, Marguerite, artist [person] ; Aaron, Jason, author [person] ; Guillory, Rob, artist [person]",United States of America,New York,Marvel Worldwide,2016
9781401226343 ; 9781401226350,Who is Clark Kent's big brother?,Mon-El ; Superman. Mon-El,"Robinson, James","Guedes, Renato [person] ; Magalhães, Wilson [person] ; Robinson, James, 1963- [person] ; Johns, Geoff, 1973- [person]",United States of America,New York,DC Comics,2010
9781607064596,Who is Jake Ellis?,,"Edmondson, Nathan","Zonjić, Tonči [person] ; Edmondson, Nathan [person]",United States of America,"Berkeley, California",Image Comics,2011
9781631408762,Who is Marty McFly?,,"Gale, Bob","Gale, Bob, 1951-, author [person] ; Vieceli, Emma, artist [person] ; Barber, John, 1976-, author [person]",United States of America,San Diego,,2017
9781846539374,Who is Miles Morales?,,"Bendis, Brian Michael","Bendis, Brian Michael, author [person]",England,"Tunbridge Wells, Kent",Panini Publishing,2018
9781846535031,Who is Miles Morales?,Ultimate Comics Spider-Man. Who is Miles Morales?,"Bendis, Brian Michael","Pichelli, Sara [person] ; Ponsor, Justin [person] ; Bendis, Brian Michael [person] ; Petit, Cory [person]",England,Tunbridge Wells,Panini,2012
9781401268671,Who is Oracle?,,"Benson, Julie","Benson, Shawna, author [person] ; Wands, Steve [person] ; Passalaqua, Allen [person] ; Hi-Fi Colour Design [organisation] ; Roe, Claire, 1991-, artist [person] ; Paquette, Yanick, artist [person] ; Bennett, Deron [person] ; Fairbairn, Nathan, artist [person] ; Benson, Julie, author ; writer [person] ; Antonio, Roge, artist [person]",United States of America,"Burbank, California",DC Comics,2017
9781401270148,Who is Superwoman,Supergirl : who is Superwoman?,"Gates, Sterling","Champagne, Keith, artist [person] ; Igle, Jamal, artist [person] ; Chu, Tom [person] ; Gates, Sterling, author [person] ; Slater, Helen, 1963-, writer [person] ; Ruffino, Nei [person]",United States of America,"Burbank, California",DC Comics,2016
9781848564770,Who is Superwoman?,,"Gates, Sterling","Igle, Jamal [person] ; Gates, Sterling [person]",England,London,Titan,2009
9781845765576,Who is Wonder Woman?,,"Heinberg, Allan","Dodson, Rachel [person] ; Dodson, Terry [person] ; Heinberg, Allan [person]",England,London,Titan,2008
9781845765583,Who is Wonder Woman?,,"Heinberg, Allan","Dodson, Rachel [person] ; Dodson, Terry [person] ; Heinberg, Allan [person]",England,London,Titan,2009
9781401272333,Who is Wonder Woman?,,"Heinberg, Allan","Sinclair, Alex [person] ; Leigh, Rob [person] ; Dodson, Rachel [person] ; Dodson, Terry [person] ; Frank, Gary, 1969-, artist [person] ; McCaig, Dave, artist [person] ; Heinberg, Allan, author [person] ; Sibal, Jon, artist [person]",United States of America,"Burbank, California",DC Comics,2017
9781302923198,Who is the Black Panther?,,"Hudlin, Reginald","Romita, John, jr, artist [person] ; Hudlin, Reginald, author [person]",United States of America,New York,Marvel Worldwide,2020
9781908648211,Who is the Black Panther?,Black Panther (Comic strip),"Hudlin, Reginald","Marvel Comics Group [organisation] ; Alonso, Axel, editor [person] ; Romita, John, jr, artist [person] ; Hudlin, Reginald, author [person]",England,London,Hachette,2013
9780785143192,Who killed Gwen Reilly?,,"DeFalco, Tom","Frenz, Ron [person] ; DeFalco, Tom [person]",United States of America,New York,Marvel,2010
9781779504623,Who killed Jimmy Olsen?,,"Fraction, Matt","Fairbairn, Nathan, artist [person] ; Fraction, Matt, author [person] ; Lieber, Steve, artist [person] ; Cowles, Clayton [person]",United States of America,"Burbank, California",DC Comics,2020
